order_id,lane,flow,lines,delay_hours,scan_miss,same_day_complete
W01146,Inbound-B,inbound,2,0.61,0,1
W01147,Returns,return,6,0.72,0,1
W01148,Outbound-North,outbound,5,0.42,0,1
W01149,Inbound-A,inbound,1,1.58,0,0
W01150,Inbound-B,inbound,1,1.18,0,0
W01151,Inbound-B,inbound,7,0.94,0,1
W01152,Inbound-A,inbound,4,0,0,1
W01153,Outbound-North,outbound,8,2.36,0,0
W01154,Outbound-South,outbound,1,1.65,0,0
W01155,Outbound-South,outbound,3,2.78,0,0
W01156,Inbound-A,inbound,2,0,0,1
W01157,Inbound-B,inbound,3,2.18,0,0
W01158,Inbound-A,inbound,2,1.51,0,0
W01159,Outbound-South,outbound,6,0.0,1,1
W01160,Inbound-A,inbound,8,1.07,0,0
W01161,Inbound-B,inbound,7,0,0,1
W01162,Inbound-B,inbound,1,0,0,1
W01163,Returns,return,3,2.42,0,0
W01164,Outbound-South,outbound,7,2.99,0,0
W01165,Inbound-A,inbound,2,0.79,0,1
W01166,Returns,return,8,0.69,0,1
W01167,Outbound-South,outbound,7,5.66,0,0
W01168,Outbound-North,outbound,8,0.0,0,1
W01169,Outbound-North,outbound,2,0.45,0,1
W01170,Outbound-North,outbound,1,0,0,1
W01171,Inbound-A,inbound,6,0.97,0,1
W01172,Returns,return,8,0.0,0,1
W01173,Inbound-A,inbound,8,1.26,0,0
W01174,Outbound-North,outbound,7,1.13,0,0
W01175,Outbound-North,outbound,5,0.53,0,1
W01176,Inbound-A,inbound,6,1.68,0,0
W01177,Inbound-A,inbound,5,0,0,1
W01178,Returns,return,3,0.0,0,1
W01179,Outbound-South,outbound,7,0.0,1,1
W01180,Outbound-North,outbound,4,2.72,0,0
W01181,Outbound-South,outbound,8,2.08,0,0
W01182,Outbound-North,outbound,3,2.8,0,0
W01183,Outbound-North,outbound,1,2.88,0,0
W01184,Inbound-A,inbound,4,0,0,1
W01185,Outbound-North,outbound,1,0.55,0,1
W01186,Outbound-North,outbound,7,2.39,0,0
W01187,Outbound-South,outbound,3,2.07,0,0
W01188,Outbound-North,outbound,2,1.65,0,0
W01189,Outbound-North,outbound,5,0.67,0,1
W01190,Inbound-A,inbound,1,1.56,0,0
W01191,Outbound-South,outbound,8,4.33,0,0
W01192,Inbound-B,inbound,6,2.37,0,0
W01193,Outbound-South,outbound,3,0.0,0,1
W01194,Inbound-A,inbound,6,0,0,1
W01195,Outbound-North,outbound,4,2.03,0,0
W01196,Inbound-B,inbound,3,0.73,0,1
W01197,Inbound-B,inbound,4,1.6,0,0
W01198,Outbound-North,outbound,1,3.19,0,0
W01199,Inbound-A,inbound,3,2.21,0,0
W01200,Outbound-North,outbound,3,1.71,0,0
W01201,Inbound-B,inbound,3,0.42,0,1
W01202,Outbound-North,outbound,3,0.1,0,1
W01203,Returns,return,3,0.53,0,1
W01204,Inbound-A,inbound,2,1.63,0,0
W01205,Inbound-A,inbound,4,1.16,0,0
W01206,Outbound-North,outbound,1,0.49,0,1
W01207,Outbound-South,outbound,1,1.75,0,0
W01208,Outbound-North,outbound,8,0.76,0,1
W01209,Inbound-A,inbound,3,0,1,1
W01210,Returns,return,4,2.62,0,0
W01211,Outbound-South,outbound,2,1.9,0,0
W01212,Outbound-South,outbound,6,2.15,0,0
W01213,Outbound-North,outbound,4,0.73,1,1
W01214,Outbound-South,outbound,4,1.95,0,0
W01215,Inbound-B,inbound,1,0.1,0,1
W01216,Outbound-North,outbound,1,1.55,0,0
W01217,Inbound-B,inbound,8,0.39,0,1
W01218,Outbound-North,outbound,6,1.22,0,0
W01219,Outbound-North,outbound,2,2.55,0,0
W01220,Outbound-North,outbound,5,0,0,1
W01221,Inbound-A,inbound,3,0.89,0,1
W01222,Inbound-A,inbound,8,1.56,0,0
W01223,Inbound-A,inbound,4,0,0,1
W01224,Outbound-North,outbound,2,2.5,0,0
W01225,Outbound-North,outbound,1,2.06,0,0
W01226,Outbound-South,outbound,2,1.85,0,0
W01227,Inbound-A,inbound,7,1.65,0,0
W01228,Outbound-North,outbound,2,1.65,0,0
W01229,Outbound-South,outbound,2,1.26,0,0
W01230,Returns,return,3,2.06,0,0
W01231,Inbound-A,inbound,1,0.27,0,1
W01232,Inbound-A,inbound,7,1.26,0,0
W01233,Outbound-South,outbound,6,1.56,1,0
W01234,Outbound-South,outbound,4,3.94,0,0
W01235,Outbound-South,outbound,3,0.39,0,1
W01236,Outbound-South,outbound,1,2.08,0,0
W01237,Returns,return,5,0.86,0,1
W01238,Outbound-North,outbound,1,2.82,0,0
W01239,Inbound-B,inbound,1,1.93,0,0
W01240,Outbound-South,outbound,5,2.31,0,0
W01241,Inbound-A,inbound,3,0.86,0,1
W01242,Outbound-North,outbound,1,0,0,1
W01243,Inbound-A,inbound,2,1.43,0,0
W01244,Outbound-North,outbound,8,0.23,0,1
W01245,Returns,return,5,1.2,0,0
W01246,Inbound-B,inbound,3,0,0,1
W01247,Returns,return,1,0.0,0,1
W01248,Inbound-A,inbound,3,2.38,0,0
W01249,Outbound-North,outbound,4,2.24,0,0
W01250,Outbound-North,outbound,7,0,0,1
W01251,Outbound-South,outbound,7,4.12,0,0
W01252,Inbound-A,inbound,4,0,0,1
W01253,Inbound-A,inbound,7,0,0,1
W01254,Outbound-North,outbound,8,1.64,0,0
W01255,Inbound-A,inbound,1,0.52,0,1
W01256,Outbound-South,outbound,5,2.95,0,0
W01257,Outbound-North,outbound,5,0.24,0,1
W01258,Inbound-B,inbound,5,0.24,0,1
W01259,Inbound-B,inbound,4,1.52,1,0
W01260,Outbound-South,outbound,6,2.66,0,0
W01261,Inbound-A,inbound,4,0,0,1
W01262,Inbound-B,inbound,2,0.81,0,1
W01263,Inbound-B,inbound,5,2.21,0,0
W01264,Outbound-South,outbound,4,2.56,0,0
W01265,Outbound-North,outbound,4,2.15,0,0
W01266,Outbound-North,outbound,2,1.82,0,0
W01267,Inbound-B,inbound,5,0,0,1
W01268,Outbound-South,outbound,1,1.79,0,0
W01269,Outbound-North,outbound,7,2.65,0,0
W01270,Inbound-A,inbound,2,0.59,0,1
W01271,Inbound-A,inbound,8,1.9,0,0
W01272,Returns,return,1,0.0,0,1
W01273,Inbound-A,inbound,2,1.17,0,0
W01274,Outbound-South,outbound,4,0.41,0,1
W01275,Outbound-South,outbound,7,0.0,0,1
W01276,Outbound-North,outbound,8,1.64,0,0
W01277,Outbound-North,outbound,6,2.59,0,0
W01278,Outbound-South,outbound,7,1.26,0,0
W01279,Inbound-B,inbound,1,0,0,1
W01280,Outbound-South,outbound,5,1.05,0,0
W01281,Inbound-B,inbound,2,2.93,0,0
W01282,Outbound-North,outbound,6,0.14,0,1
W01283,Outbound-North,outbound,1,2.42,0,0
W01284,Outbound-South,outbound,1,0.33,0,1
W01285,Outbound-South,outbound,1,2.35,0,0
W01286,Outbound-North,outbound,3,3.96,0,0
W01287,Outbound-South,outbound,1,3.85,0,0
W01288,Outbound-North,outbound,4,2.91,0,0
W01289,Outbound-North,outbound,4,0.9,0,1
W01290,Inbound-A,inbound,3,1.14,0,0
W01291,Outbound-South,outbound,2,2.25,0,0
W01292,Outbound-North,outbound,2,0.93,0,1
W01293,Inbound-A,inbound,5,0.72,1,1
W01294,Inbound-B,inbound,7,0.32,0,1
W01295,Outbound-South,outbound,7,3.58,0,0
W01296,Outbound-South,outbound,3,2.57,0,0
W01297,Outbound-North,outbound,8,2.32,0,0
W01298,Outbound-North,outbound,1,0,0,1
W01299,Outbound-South,outbound,5,2.29,0,0
W01300,Outbound-North,outbound,3,2.39,0,0
W01301,Inbound-A,inbound,2,1.78,0,0
W01302,Inbound-A,inbound,1,1.25,0,0
W01303,Inbound-A,inbound,1,0.34,0,1
W01304,Outbound-South,outbound,8,1.43,0,0
W01305,Outbound-North,outbound,8,4.0,0,0
W01306,Outbound-South,outbound,5,0.56,0,1
W01307,Inbound-B,inbound,7,1.12,0,0
W01308,Outbound-North,outbound,2,1.12,0,0
W01309,Outbound-North,outbound,5,1.8,0,0
W01310,Inbound-A,inbound,4,0.03,0,1
W01311,Inbound-A,inbound,3,0.67,0,1
W01312,Inbound-B,inbound,8,1.44,0,0
W01313,Outbound-North,outbound,7,2.45,0,0
W01314,Inbound-B,inbound,8,0.07,0,1
W01315,Inbound-A,inbound,4,1.21,0,0
W01316,Outbound-North,outbound,1,1.44,0,0
W01317,Outbound-North,outbound,6,1.14,0,0
W01318,Outbound-North,outbound,1,0.54,1,1
W01319,Inbound-B,inbound,3,1.26,0,0
W01320,Outbound-South,outbound,7,5.25,0,0
W01321,Outbound-South,outbound,8,1.11,0,0
W01322,Returns,return,8,1.66,0,0
W01323,Outbound-North,outbound,6,2.01,0,0
W01324,Outbound-North,outbound,7,0.6,0,1
W01325,Outbound-South,outbound,1,4.66,0,0
W01326,Outbound-South,outbound,5,1.0,1,0
W01327,Outbound-South,outbound,8,0.0,0,1
W01328,Outbound-North,outbound,6,1.86,0,0
W01329,Inbound-B,inbound,3,1.24,0,0
W01330,Inbound-A,inbound,3,1.28,0,0
W01331,Outbound-South,outbound,3,0.0,0,1
W01332,Outbound-North,outbound,6,1.73,0,0
W01333,Outbound-South,outbound,1,0.0,0,1
W01334,Outbound-North,outbound,3,0,0,1
W01335,Inbound-A,inbound,1,0.1,0,1
W01336,Inbound-A,inbound,6,0.28,0,1
W01337,Outbound-North,outbound,2,1.07,0,0
W01338,Outbound-North,outbound,7,0.23,0,1
W01339,Returns,return,1,0.35,0,1
W01340,Inbound-B,inbound,5,0.48,0,1
W01341,Outbound-South,outbound,3,0.0,0,1
W01342,Inbound-A,inbound,8,1.49,0,0
W01343,Outbound-North,outbound,4,1.06,0,0
W01344,Outbound-North,outbound,8,1.5,0,0
W01345,Inbound-B,inbound,1,1.96,0,0
W01346,Outbound-North,outbound,3,1.71,0,0
W01347,Returns,return,5,0.0,0,1
W01348,Outbound-North,outbound,3,0.62,0,1
W01349,Outbound-North,outbound,3,3.45,0,0
W01350,Outbound-North,outbound,1,0.54,0,1
W01351,Outbound-South,outbound,8,0.0,0,1
W01352,Outbound-North,outbound,3,0.5,0,1
W01353,Outbound-South,outbound,5,1.4,0,0
W01354,Returns,return,2,2.16,0,0
W01355,Inbound-B,inbound,6,0.25,0,1
W01356,Inbound-A,inbound,4,1.03,0,0
W01357,Inbound-A,inbound,6,2.05,0,0
W01358,Inbound-B,inbound,1,0.48,0,1
W01359,Inbound-B,inbound,3,0,0,1
W01360,Returns,return,4,0.0,0,1
W01361,Outbound-South,outbound,7,2.6,0,0
W01362,Inbound-A,inbound,4,1.45,0,0
W01363,Inbound-A,inbound,7,0.29,0,1
W01364,Inbound-A,inbound,6,0,0,1
W01365,Inbound-A,inbound,2,3.57,0,0
W01366,Inbound-A,inbound,2,1.66,0,0
W01367,Inbound-A,inbound,1,0,0,1
W01368,Inbound-B,inbound,1,1.82,1,0
W01369,Outbound-South,outbound,8,2.53,0,0
W01370,Outbound-North,outbound,3,3.54,0,0
W01371,Outbound-North,outbound,7,2.19,0,0
W01372,Outbound-North,outbound,3,0,0,1
W01373,Outbound-North,outbound,1,0,0,1
W01374,Outbound-North,outbound,5,1.68,0,0
W01375,Outbound-South,outbound,5,0.0,0,1
W01376,Outbound-South,outbound,7,2.29,0,0
W01377,Outbound-South,outbound,6,4.95,0,0
W01378,Inbound-B,inbound,6,0,0,1
W01379,Outbound-South,outbound,7,0.42,0,1
W01380,Inbound-A,inbound,4,0,0,1
W01381,Returns,return,6,0.0,0,1
W01382,Inbound-B,inbound,4,2.15,0,0
W01383,Outbound-South,outbound,8,1.78,0,0
W01384,Inbound-B,inbound,5,2.17,0,0
W01385,Outbound-North,outbound,6,2.89,0,0
W01386,Inbound-A,inbound,4,0,0,1
W01387,Returns,return,2,0.13,0,1
W01388,Outbound-South,outbound,6,0.59,0,1
W01389,Inbound-A,inbound,1,1.27,0,0
W01390,Returns,return,2,0.39,0,1
W01391,Outbound-North,outbound,2,0.9,0,1
W01392,Inbound-A,inbound,2,3.09,0,0
W01393,Inbound-B,inbound,7,0,0,1
W01394,Inbound-A,inbound,1,1.94,0,0
W01395,Inbound-A,inbound,7,0.12,0,1
W01396,Inbound-A,inbound,8,0.08,0,1
W01397,Outbound-South,outbound,3,0.0,1,1
W01398,Inbound-B,inbound,7,2.17,0,0
W01399,Returns,return,7,4.35,0,0
W01400,Outbound-South,outbound,7,4.89,0,0
W01401,Outbound-South,outbound,7,4.98,0,0
W01402,Outbound-North,outbound,3,2.93,0,0
W01403,Inbound-A,inbound,5,0.55,0,1
W01404,Inbound-B,inbound,3,1.23,0,0
W01405,Outbound-South,outbound,2,1.84,0,0
W01406,Outbound-North,outbound,3,1.76,0,0
W01407,Outbound-North,outbound,1,3.08,0,0
W01408,Inbound-A,inbound,8,0,0,1
W01409,Inbound-A,inbound,7,2.0,0,0
W01410,Outbound-North,outbound,1,1.9,0,0
W01411,Outbound-South,outbound,1,2.58,0,0
W01412,Returns,return,1,2.66,0,0
W01413,Outbound-North,outbound,7,0.84,0,1
W01414,Inbound-A,inbound,3,1.42,0,0
W01415,Outbound-South,outbound,2,1.35,0,0
W01416,Outbound-North,outbound,7,1.62,0,0
W01417,Inbound-A,inbound,4,0,0,1
W01418,Inbound-A,inbound,2,1.26,0,0
W01419,Inbound-B,inbound,7,0,0,1
W01420,Outbound-North,outbound,2,1.25,1,0
W01421,Outbound-South,outbound,6,0.0,0,1
W01422,Returns,return,7,0.0,0,1
W01423,Inbound-B,inbound,6,0.31,0,1
W01424,Inbound-B,inbound,4,1.23,0,0
W01425,Inbound-B,inbound,1,0.36,0,1
W01426,Inbound-B,inbound,4,0.88,0,1
W01427,Inbound-A,inbound,8,1.8,0,0
W01428,Inbound-A,inbound,6,0.98,0,1
W01429,Inbound-A,inbound,3,0.49,0,1
W01430,Outbound-South,outbound,1,0.0,0,1
W01431,Inbound-A,inbound,5,0.24,0,1
W01432,Inbound-A,inbound,8,0.79,0,1
W01433,Outbound-South,outbound,1,0.54,0,1
W01434,Inbound-B,inbound,1,0,0,1
W01435,Inbound-B,inbound,8,0.14,0,1
W01436,Inbound-B,inbound,7,0.55,0,1
W01437,Outbound-North,outbound,3,2.55,0,0
W01438,Inbound-B,inbound,3,1.25,0,0
W01439,Returns,return,8,0.72,0,1
W01440,Outbound-North,outbound,4,0.36,0,1
W01441,Outbound-North,outbound,6,3.46,1,0
W01442,Outbound-South,outbound,3,1.6,0,0
W01443,Inbound-B,inbound,1,0.77,0,1
W01444,Outbound-North,outbound,7,0.12,1,1
W01445,Outbound-South,outbound,3,3.26,0,0
W01446,Outbound-South,outbound,2,2.03,0,0
W01447,Returns,return,7,1.34,0,0
W01448,Outbound-South,outbound,4,1.24,1,0
W01449,Inbound-A,inbound,3,0.68,0,1
W01450,Inbound-B,inbound,4,1.27,0,0
W01451,Outbound-North,outbound,3,1.3,0,0
W01452,Returns,return,2,0.0,0,1
W01453,Outbound-North,outbound,3,1.18,0,0
W01454,Outbound-South,outbound,5,2.48,0,0
W01455,Outbound-South,outbound,4,0.0,0,1
W01456,Outbound-North,outbound,1,0.11,0,1
W01457,Outbound-North,outbound,2,0.86,0,1
W01458,Returns,return,6,1.48,0,0
W01459,Outbound-North,outbound,2,1.57,0,0
W01460,Outbound-North,outbound,4,2.0,0,0
W01461,Inbound-A,inbound,6,0,0,1
W01462,Inbound-B,inbound,2,0,0,1
W01463,Inbound-B,inbound,2,2.23,0,0
W01464,Outbound-North,outbound,6,0.32,0,1
W01465,Inbound-A,inbound,7,0,0,1
W01466,Outbound-North,outbound,7,0.33,1,1
W01467,Returns,return,8,1.83,0,0
W01468,Outbound-South,outbound,8,6.36,0,0
W01469,Outbound-South,outbound,5,0.86,0,1
W01470,Inbound-B,inbound,1,0,0,1
W01471,Inbound-B,inbound,8,0,0,1
W01472,Returns,return,1,0.27,0,1
W01473,Outbound-South,outbound,7,2.46,0,0
W01474,Outbound-South,outbound,7,2.17,0,0
W01475,Inbound-B,inbound,3,0,0,1
W01476,Outbound-South,outbound,1,3.7,0,0
W01477,Outbound-North,outbound,8,1.3,0,0
W01478,Outbound-North,outbound,8,1.53,0,0
W01479,Outbound-North,outbound,5,0.45,0,1
W01480,Outbound-North,outbound,7,1.95,0,0
W01481,Outbound-South,outbound,2,3.02,0,0
W01482,Outbound-South,outbound,3,1.58,0,0
W01483,Inbound-B,inbound,3,0,0,1
W01484,Outbound-South,outbound,4,5.72,0,0
W01485,Outbound-North,outbound,7,2.81,0,0
W01486,Outbound-South,outbound,1,4.4,1,0
W01487,Inbound-B,inbound,5,1.26,0,0
W01488,Inbound-A,inbound,4,0.74,0,1
W01489,Inbound-A,inbound,1,0.68,0,1
W01490,Outbound-North,outbound,7,0.88,0,1
W01491,Outbound-South,outbound,5,1.13,0,0
W01492,Inbound-A,inbound,1,0.21,0,1
W01493,Inbound-A,inbound,3,0,0,1
W01494,Outbound-South,outbound,7,1.46,0,0
W01495,Inbound-A,inbound,1,0.39,0,1
W01496,Outbound-North,outbound,6,1.52,0,0
W01497,Inbound-A,inbound,5,0.78,0,1
W01498,Outbound-South,outbound,4,3.87,0,0
W01499,Outbound-North,outbound,1,1.95,0,0
W01500,Inbound-A,inbound,1,1.42,0,0
W01501,Returns,return,6,0.65,0,1
W01502,Returns,return,8,0.72,0,1
W01503,Inbound-B,inbound,3,0.15,0,1
W01504,Outbound-North,outbound,2,2.0,0,0
W01505,Inbound-A,inbound,3,2.23,0,0
W01506,Outbound-South,outbound,8,2.44,0,0
W01507,Inbound-A,inbound,2,0.73,0,1
W01508,Outbound-South,outbound,7,4.94,0,0
W01509,Outbound-South,outbound,4,0.96,0,1
W01510,Outbound-North,outbound,6,3.22,0,0
W01511,Inbound-A,inbound,8,3.04,0,0
W01512,Outbound-North,outbound,4,0,0,1
W01513,Outbound-South,outbound,8,2.83,0,0
W01514,Inbound-A,inbound,6,0,0,1
W01515,Returns,return,8,0.24,0,1
W01516,Outbound-South,outbound,6,2.73,0,0
W01517,Inbound-B,inbound,3,1.75,0,0
W01518,Inbound-B,inbound,1,0,0,1
W01519,Outbound-North,outbound,1,2.19,0,0
W01520,Outbound-North,outbound,8,1.42,0,0
W01521,Outbound-North,outbound,8,0.06,0,1
W01522,Outbound-North,outbound,1,1.77,0,0
W01523,Outbound-North,outbound,2,0.34,0,1
W01524,Inbound-A,inbound,1,0.45,0,1
W01525,Inbound-A,inbound,5,0,0,1
W01526,Outbound-South,outbound,5,1.58,0,0
W01527,Returns,return,7,0.3,0,1
W01528,Outbound-North,outbound,8,1.27,0,0
W01529,Outbound-North,outbound,6,0,0,1
W01530,Outbound-North,outbound,7,1.75,0,0
W01531,Inbound-B,inbound,4,0.55,0,1
W01532,Outbound-South,outbound,3,1.59,0,0
W01533,Outbound-South,outbound,5,1.26,0,0
W01534,Inbound-B,inbound,5,1.46,0,0
W01535,Inbound-A,inbound,3,0,0,1
W01536,Inbound-B,inbound,2,0,0,1
W01537,Inbound-B,inbound,6,0,0,1
W01538,Outbound-North,outbound,3,2.26,0,0
W01539,Outbound-North,outbound,7,2.69,0,0
W01540,Inbound-B,inbound,6,0,1,1
W01541,Inbound-A,inbound,7,0,0,1
W01542,Outbound-South,outbound,5,3.62,0,0
W01543,Outbound-North,outbound,6,0,0,1
W01544,Outbound-North,outbound,5,0.77,0,1
W01545,Outbound-North,outbound,4,0.85,0,1
W01546,Inbound-B,inbound,4,0,0,1
W01547,Inbound-B,inbound,8,1.2,0,0
W01548,Inbound-B,inbound,8,0.56,0,1
W01549,Returns,return,7,0.0,0,1
W01550,Inbound-A,inbound,2,1.05,0,0
W01551,Inbound-B,inbound,4,1.75,0,0
W01552,Outbound-South,outbound,7,4.51,1,0
W01553,Outbound-North,outbound,7,0.89,0,1
W01554,Inbound-A,inbound,4,1.03,0,0
W01555,Outbound-North,outbound,5,0.02,0,1
W01556,Inbound-B,inbound,5,2.0,0,0
W01557,Outbound-South,outbound,2,0.0,0,1
W01558,Returns,return,5,1.77,0,0
W01559,Outbound-North,outbound,7,4.56,1,0
W01560,Outbound-North,outbound,4,1.22,0,0
W01561,Inbound-B,inbound,5,0.19,0,1
W01562,Returns,return,3,1.04,0,0
W01563,Outbound-North,outbound,8,1.09,0,0
W01564,Outbound-South,outbound,2,0.0,0,1
W01565,Outbound-North,outbound,6,2.19,0,0
W01566,Inbound-A,inbound,7,0,0,1
W01567,Outbound-North,outbound,4,0.45,0,1
W01568,Inbound-B,inbound,4,1.22,1,0
W01569,Inbound-A,inbound,2,0.11,0,1
W01570,Inbound-B,inbound,7,0.34,0,1
W01571,Inbound-A,inbound,1,2.79,0,0
W01572,Outbound-North,outbound,8,0.75,0,1
W01573,Outbound-North,outbound,6,3.49,1,0
W01574,Outbound-South,outbound,5,1.98,0,0
W01575,Outbound-North,outbound,6,0,0,1
W01576,Outbound-North,outbound,3,0.18,0,1
W01577,Outbound-South,outbound,3,2.7,0,0
W01578,Inbound-B,inbound,6,0.03,0,1
W01579,Inbound-A,inbound,4,0,0,1
W01580,Outbound-South,outbound,1,0.07,0,1
W01581,Inbound-B,inbound,8,1.05,0,0
W01582,Inbound-A,inbound,3,0,0,1
W01583,Outbound-South,outbound,2,2.36,0,0
W01584,Inbound-B,inbound,1,0.02,0,1
W01585,Outbound-South,outbound,3,0.77,0,1
W01586,Inbound-B,inbound,8,2.35,0,0
W01587,Inbound-B,inbound,5,0.81,0,1
W01588,Outbound-North,outbound,7,0.72,0,1
W01589,Inbound-A,inbound,7,0.91,0,1
W01590,Inbound-A,inbound,6,1.52,0,0
W01591,Inbound-B,inbound,3,1.21,0,0
W01592,Outbound-South,outbound,5,2.4,0,0
W01593,Outbound-North,outbound,4,1.03,0,0
W01594,Returns,return,8,0.66,0,1
W01595,Inbound-A,inbound,8,1.92,0,0
W01596,Outbound-South,outbound,2,0.87,0,1
W01597,Returns,return,6,0.48,0,1
W01598,Outbound-South,outbound,5,3.24,0,0
W01599,Inbound-B,inbound,1,2.29,0,0
W01600,Inbound-A,inbound,2,1.44,0,0
W01601,Outbound-North,outbound,7,0.61,0,1
W01602,Inbound-B,inbound,3,0,0,1
W01603,Outbound-North,outbound,1,0.01,0,1
W01604,Outbound-North,outbound,1,0.83,0,1
W01605,Outbound-South,outbound,6,2.41,0,0
W01606,Inbound-A,inbound,6,0,0,1
W01607,Inbound-B,inbound,4,1.82,0,0
W01608,Inbound-B,inbound,1,2.1,0,0
W01609,Outbound-North,outbound,6,2.88,0,0
W01610,Inbound-B,inbound,3,0.03,0,1
W01611,Returns,return,1,0.72,0,1
W01612,Outbound-South,outbound,8,0.99,0,1
W01613,Returns,return,6,0.0,0,1
W01614,Inbound-B,inbound,7,0.08,0,1
W01615,Outbound-South,outbound,8,1.62,0,0
W01616,Outbound-South,outbound,4,4.74,0,0
W01617,Inbound-A,inbound,4,0.72,0,1
W01618,Inbound-A,inbound,1,0,0,1
W01619,Outbound-North,outbound,5,1.97,0,0
W01620,Outbound-North,outbound,5,0.51,0,1
W01621,Outbound-South,outbound,3,0.91,0,1
W01622,Inbound-A,inbound,1,1.02,0,0
W01623,Inbound-A,inbound,4,1.11,0,0
W01624,Returns,return,2,1.25,0,0
W01625,Returns,return,6,2.0,0,0
W01626,Outbound-South,outbound,3,2.9,0,0
W01627,Inbound-A,inbound,5,1.8,0,0
W01628,Inbound-A,inbound,1,0.56,0,1
W01629,Inbound-A,inbound,1,0,0,1
W01630,Outbound-North,outbound,3,2.57,0,0
W01631,Outbound-South,outbound,6,1.71,0,0
W01632,Inbound-A,inbound,7,1.17,0,0
W01633,Outbound-North,outbound,3,3.01,0,0
W01634,Inbound-A,inbound,6,0.41,0,1
W01635,Outbound-North,outbound,6,0,0,1
W01636,Inbound-B,inbound,6,1.55,0,0
W01637,Inbound-B,inbound,3,0.83,0,1
W01638,Inbound-A,inbound,5,0.44,0,1
W01639,Outbound-South,outbound,4,0.27,0,1
W01640,Outbound-South,outbound,1,3.91,0,0
W01641,Outbound-South,outbound,5,0.0,0,1
W01642,Inbound-A,inbound,3,0,0,1
W01643,Inbound-A,inbound,4,0,0,1
W01644,Inbound-B,inbound,7,0.0,0,1
W01645,Outbound-South,outbound,7,0.87,0,1
W01646,Outbound-North,outbound,6,2.51,0,0
W01647,Outbound-North,outbound,4,1.51,0,0
W01648,Outbound-North,outbound,5,1.13,0,0
W01649,Inbound-B,inbound,2,0.06,0,1
W01650,Outbound-North,outbound,2,0.91,0,1
W01651,Outbound-North,outbound,6,1.34,0,0
W01652,Inbound-B,inbound,3,0.14,0,1
W01653,Outbound-South,outbound,5,1.97,0,0
W01654,Inbound-B,inbound,7,1.32,0,0
W01655,Inbound-B,inbound,4,0.86,0,1
W01656,Inbound-B,inbound,1,1.47,0,0
W01657,Outbound-South,outbound,6,1.31,0,0
W01658,Outbound-South,outbound,2,0.0,0,1
W01659,Outbound-South,outbound,4,3.25,0,0
W01660,Inbound-A,inbound,3,0,0,1
W01661,Outbound-North,outbound,1,2.36,0,0
W01662,Inbound-A,inbound,4,1.66,0,0
W01663,Outbound-South,outbound,3,3.89,1,0
W01664,Outbound-North,outbound,7,2.8,0,0
W01665,Outbound-South,outbound,5,0.0,0,1
W01666,Outbound-South,outbound,8,4.19,0,0
W01667,Outbound-South,outbound,2,4.27,0,0
W01668,Inbound-A,inbound,6,0.81,0,1
W01669,Returns,return,1,0.0,0,1
W01670,Inbound-B,inbound,6,1.22,0,0
W01671,Outbound-North,outbound,8,2.35,0,0
W01672,Inbound-B,inbound,6,0.67,0,1
W01673,Outbound-South,outbound,7,3.96,0,0
W01674,Inbound-B,inbound,8,0.55,1,1
W01675,Outbound-North,outbound,5,1.61,0,0
W01676,Inbound-A,inbound,7,0,0,1
W01677,Outbound-North,outbound,2,2.22,0,0
W01678,Inbound-A,inbound,5,0.42,0,1
W01679,Inbound-A,inbound,8,1.42,0,0
W01680,Outbound-South,outbound,3,2.42,0,0
W01681,Inbound-B,inbound,2,0,0,1
W01682,Outbound-North,outbound,8,1.93,0,0
W01683,Outbound-South,outbound,7,2.47,0,0
W01684,Outbound-North,outbound,1,2.88,0,0
W01685,Outbound-South,outbound,7,3.39,0,0
W01686,Outbound-South,outbound,8,0.0,0,1
W01687,Inbound-A,inbound,5,0,0,1
W01688,Outbound-North,outbound,4,0.79,0,1
W01689,Inbound-B,inbound,3,0.52,0,1
W01690,Inbound-B,inbound,6,3.56,0,0
W01691,Outbound-North,outbound,1,0.45,0,1
W01692,Inbound-B,inbound,6,0,0,1
W01693,Inbound-A,inbound,8,1.83,0,0
W01694,Returns,return,2,1.22,1,0
W01695,Outbound-South,outbound,7,3.13,1,0
W01696,Outbound-South,outbound,2,1.97,0,0
W01697,Inbound-B,inbound,3,0.8,0,1
W01698,Inbound-A,inbound,1,0,0,1
W01699,Outbound-South,outbound,6,2.25,0,0
W01700,Outbound-South,outbound,2,4.86,0,0
W01701,Outbound-North,outbound,1,1.73,0,0
W01702,Outbound-North,outbound,3,0,0,1
W01703,Outbound-North,outbound,6,1.31,0,0
W01704,Inbound-A,inbound,7,1.6,0,0
W01705,Outbound-South,outbound,1,0.27,0,1
W01706,Outbound-South,outbound,5,2.9,0,0
W01707,Outbound-North,outbound,1,1.73,0,0
W01708,Inbound-B,inbound,4,0.39,0,1
W01709,Inbound-B,inbound,3,2.14,0,0
W01710,Outbound-North,outbound,5,1.33,0,0
W01711,Returns,return,3,0.0,0,1
W01712,Outbound-South,outbound,4,5.47,0,0
W01713,Returns,return,6,0.28,0,1
W01714,Outbound-North,outbound,4,2.12,0,0
W01715,Inbound-B,inbound,4,0,0,1
W01716,Inbound-B,inbound,5,0.23,0,1
W01717,Outbound-South,outbound,7,4.28,0,0
W01718,Outbound-North,outbound,7,0,0,1
